rowno,ptno,ptnm,addr,orgnm,wmyr,wmod,wmwk,wmdep,londgr,lonmin,lonsec,latdgr,latmin,latsec,wmcymd,itemlvl,itemamnt,itemtemp,itemph,itemdoc,itembod,itemcod,itemss,itemtcoli,itemtn,itemtp,itemcd,itemcn,itempb,itemcr6,itemas,itemhg,itemcu,itemabs,itempcb,itemop,itemmn,itemtrans,itemcloa,itemcl,itemzn,itemcr,itemfe,itemphenol,itemnhex,itemec,itemtce,itempce,itemno3n,itemnh3n,itemecoli,itempop,itemdtn,itemdtp,itemfl,itemcol,itemccl4,itemdceth,itemdcm,itembenzene,itemchcl3,itemtoc,itemdehp,itemantimon,itemdiox,itemhcho,itemhcb,itemni,itemba,itemse,createdate
839,1018A36,중랑천3,서울특별시 동대문구 장안동 장안교,서울특별시 보건환경연구원,2019,06,1회차,,127.00,4.00,47.00,37.00,34.00,41.00,2019.06.13,,,24.4000,7.6000,8.3000,1.7000,4.8000,6.6000,7000.0000,3.7890,0.1030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,,,,,12.4000,,,,,0.0000,,491.0000,,,2.8660,0.2950,900.0000,0.0330,3.6120,0.0570,,,,,,,,3.4000,,0.0000,,,,,,,
840,1018A58,안양천-1,경기도 군포시 당정동(애자교),한강유역환경청,2019,03,4회차,,126.00,57.00,44.00,37.00,21.00,13.00,2019.03.29,1.2200,0.0590,11.4000,8.0000,11.7000,1.4000,3.3000,2.2000,,2.7740,0.0430,,,,,,,,,,,,,,,,,,,,373.0000,,,,,,,,,,,,,,,,1.9000,,,,,,,,,
841,1018A62,안양천1A,경기도 안양시 동안구 호계동(호계교),한강유역환경청,2019,03,1회차,,126.00,56.00,52.00,37.00,22.00,16.00,2019.03.07,1.4400,0.3610,15.6000,7.6000,11.2000,1.6000,7.4000,4.4000,,14.4850,0.0450,,,,,,,,,,,,,,,,,,,,742.0000,,,,,,,,,,,,,,,,4.1000,,,,,,,,,
842,1018A62,안양천1A,경기도 안양시 동안구 호계동(호계교),한강유역환경청,2019,03,2회차,,126.00,56.00,52.00,37.00,22.00,16.00,2019.03.13,1.4400,0.3290,11.1000,7.7000,10.4000,2.2000,7.1000,2.0000,,14.1800,0.0360,,,,,,,,,,,,,,,,,,,,668.0000,,,,,,,,,,,,,,,,4.3000,,,,,,,,,
843,1018A62,안양천1A,경기도 안양시 동안구 호계동(호계교),한강유역환경청,2019,03,3회차,,126.00,56.00,52.00,37.00,22.00,16.00,2019.03.21,1.4600,0.5200,13.9000,7.4000,9.6000,5.6000,9.1000,15.6000,,10.0130,0.0700,,,,,,,,,,,,,,,,,,,,652.0000,,,,,,,,,,,,,,,,6.1000,,,,,,,,,
844,1018A62,안양천1A,경기도 안양시 동안구 호계동(호계교),한강유역환경청,2019,03,4회차,,126.00,56.00,52.00,37.00,22.00,16.00,2019.03.29,1.4400,0.3740,16.2000,7.5000,10.2000,2.2000,7.7000,4.8000,,15.4840,0.0710,,,,,,,,,,,,,,,,,,,,732.0000,,,,,,,,,,,,,,,,5.4000,,,,,,,,,
845,1018A68,학의천,경기도 안양시 동안구 관양동(인덕원교),한강유역환경청,2019,03,1회차,,126.00,58.00,45.00,37.00,23.00,40.00,2019.03.05,1.3800,0.3230,14.4000,7.1000,9.9000,2.1000,7.0000,2.2000,,13.5150,0.0300,,,,,,,,,,,,,,,,,,,,745.0000,,,,,,,,,,,,,,,,4.4000,,,,,,,,,
846,1018A68,학의천,경기도 안양시 동안구 관양동(인덕원교),한강유역환경청,2019,03,2회차,,126.00,58.00,45.00,37.00,23.00,40.00,2019.03.11,1.3800,0.3220,14.2000,7.0000,9.1000,2.5000,7.6000,2.3000,,17.7840,0.0350,,,,,,,,,,,,,,,,,,,,729.0000,,,,,,,,,,,,,,,,6.8000,,,,,,,,,
847,1018A68,학의천,경기도 안양시 동안구 관양동(인덕원교),한강유역환경청,2019,03,3회차,,126.00,58.00,45.00,37.00,23.00,40.00,2019.03.19,1.3800,0.3180,15.2000,7.3000,9.5000,4.1000,8.8000,5.1000,,16.8660,0.0420,,,,,,,,,,,,,,,,,,,,686.0000,,,,,,,,,,,,,,,,5.5000,,,,,,,,,
848,1018A68,학의천,경기도 안양시 동안구 관양동(인덕원교),한강유역환경청,2019,03,4회차,,126.00,58.00,45.00,37.00,23.00,40.00,2019.03.27,1.3900,0.4220,14.9000,7.2000,9.6000,2.3000,6.7000,3.6000,,12.0430,0.0380,,,,,,,,,,,,,,,,,,,,652.0000,,,,,,,,,,,,,,,,4.8000,,,,,,,,,
849,1018A80,목감천-1,서울특별시 구로구 구로동(무명교),한강유역환경청,2019,03,1회차,,126.00,52.00,15.00,37.00,29.00,33.00,2019.03.07,1.4700,0.6010,14.2000,7.7000,10.5000,3.5000,8.1000,20.8000,,7.4220,0.2210,,,,,,,,,,,,,,,,,,,,551.0000,,,,,,,,,,,,,,,,4.0000,,,,,,,,,
850,1018A80,목감천-1,서울특별시 구로구 구로동(무명교),한강유역환경청,2019,03,2회차,,126.00,52.00,15.00,37.00,29.00,33.00,2019.03.13,1.4900,0.6930,11.0000,7.8000,11.0000,3.3000,7.8000,7.1000,,7.3190,0.2190,,,,,,,,,,,,,,,,,,,,552.0000,,,,,,,,,,,,,,,,4.6000,,,,,,,,,
851,1018A80,목감천-1,서울특별시 구로구 구로동(무명교),한강유역환경청,2019,03,3회차,,126.00,52.00,15.00,37.00,29.00,33.00,2019.03.21,1.6500,1.2400,12.4000,7.6000,9.4000,6.8000,8.8000,29.6000,,6.4580,0.2040,,,,,,,,,,,,,,,,,,,,433.0000,,,,,,,,,,,,,,,,7.0000,,,,,,,,,
852,1018A80,목감천-1,서울특별시 구로구 구로동(무명교),한강유역환경청,2019,03,4회차,,126.00,52.00,15.00,37.00,29.00,33.00,2019.03.29,1.4600,0.5380,17.0000,7.7000,11.4000,3.3000,7.3000,22.4000,,8.3610,0.2070,,,,,,,,,,,,,,,,,,,,584.0000,,,,,,,,,,,,,,,,5.2000,,,,,,,,,
853,1018A64,산본천,경기도 안양시 동안구 호계동(산본2교),한강유역환경청,2019,03,1회차,,126.00,56.00,45.00,37.00,22.00,13.00,2019.03.07,1.1000,0.0580,10.3000,8.0000,11.6000,1.5000,5.0000,16.0000,,3.0910,0.1780,,,,,,,,,,,,,,,,,,,,297.0000,,,,,,,,,,,,,,,,1.6000,,,,,,,,,
854,1018A64,산본천,경기도 안양시 동안구 호계동(산본2교),한강유역환경청,2019,03,2회차,,126.00,56.00,45.00,37.00,22.00,13.00,2019.03.13,1.0900,0.0510,9.4000,8.1000,11.9000,1.3000,3.4000,5.8000,,3.0340,0.1170,,,,,,,,,,,,,,,,,,,,301.0000,,,,,,,,,,,,,,,,1.7000,,,,,,,,,
855,1018A64,산본천,경기도 안양시 동안구 호계동(산본2교),한강유역환경청,2019,03,3회차,,126.00,56.00,45.00,37.00,22.00,13.00,2019.03.21,1.1000,0.0850,10.6000,7.8000,9.6000,2.2000,4.5000,4.1000,,3.4090,0.2110,,,,,,,,,,,,,,,,,,,,264.0000,,,,,,,,,,,,,,,,2.5000,,,,,,,,,
856,1018A64,산본천,경기도 안양시 동안구 호계동(산본2교),한강유역환경청,2019,03,4회차,,126.00,56.00,45.00,37.00,22.00,13.00,2019.03.29,1.0900,0.0640,12.9000,7.8000,9.4000,2.7000,4.9000,3.8000,,4.6970,0.3240,,,,,,,,,,,,,,,,,,,,302.0000,,,,,,,,,,,,,,,,2.8000,,,,,,,,,
857,1007A63,용담천,경기도 양평군 강상면 세월리(전북교),한강유역환경청,2019,03,1회차,,127.00,30.00,23.00,37.00,26.00,4.00,2019.03.07,1.9100,0.2280,11.2000,8.4000,12.6000,0.9000,2.5000,0.7000,,2.3180,0.0070,,,,,,,,,,,,,,,,,,,,149.0000,,,,,,,,,,,,,,,,1.0000,,,,,,,,,
858,1007A63,용담천,경기도 양평군 강상면 세월리(전북교),한강유역환경청,2019,03,2회차,,127.00,30.00,23.00,37.00,26.00,4.00,2019.03.13,1.9100,0.2290,9.5000,8.1000,12.7000,0.7000,1.7000,1.3000,,2.2890,0.0070,,,,,,,,,,,,,,,,,,,,153.0000,,,,,,,,,,,,,,,,0.9000,,,,,,,,,
859,1007A63,용담천,경기도 양평군 강상면 세월리(전북교),한강유역환경청,2019,03,3회차,,127.00,30.00,23.00,37.00,26.00,4.00,2019.03.21,2.0100,0.6670,11.0000,7.9000,10.8000,1.5000,3.5000,1.9000,,2.6100,0.0130,,,,,,,,,,,,,,,,,,,,146.0000,,,,,,,,,,,,,,,,2.1000,,,,,,,,,
860,1007A63,용담천,경기도 양평군 강상면 세월리(전북교),한강유역환경청,2019,03,4회차,,127.00,30.00,23.00,37.00,26.00,4.00,2019.03.29,1.9500,0.3610,14.6000,8.1000,11.2000,0.9000,2.1000,0.2000,,2.4650,0.0110,,,,,,,,,,,,,,,,,,,,134.0000,,,,,,,,,,,,,,,,1.1000,,,,,,,,,
861,1015A41,구운천-1,경기도 남양주시 수동면 송천리(오류동교),한강유역환경청,2019,03,1회차,,127.00,22.00,3.00,37.00,41.00,26.00,2019.03.07,1.0200,0.3090,9.4000,8.3000,13.7000,0.8000,2.4000,1.8000,,3.2670,0.0130,,,,,,,,,,,,,,,,,,,,163.0000,,,,,,,,,,,,,,,,1.0000,,,,,,,,,
862,1015A41,구운천-1,경기도 남양주시 수동면 송천리(오류동교),한강유역환경청,2019,03,2회차,,127.00,22.00,3.00,37.00,41.00,26.00,2019.03.13,1.0200,0.2730,7.0000,8.2000,13.2000,0.7000,1.8000,1.0000,,3.4490,0.0180,,,,,,,,,,,,,,,,,,,,151.0000,,,,,,,,,,,,,,,,0.9000,,,,,,,,,
863,1015A41,구운천-1,경기도 남양주시 수동면 송천리(오류동교),한강유역환경청,2019,03,3회차,,127.00,22.00,3.00,37.00,41.00,26.00,2019.03.21,1.1000,1.7560,8.8000,7.3000,11.0000,1.7000,3.0000,3.3000,,3.5150,0.0410,,,,,,,,,,,,,,,,,,,,152.0000,,,,,,,,,,,,,,,,1.8000,,,,,,,,,
864,1015A41,구운천-1,경기도 남양주시 수동면 송천리(오류동교),한강유역환경청,2019,03,4회차,,127.00,22.00,3.00,37.00,41.00,26.00,2019.03.29,1.0400,0.6240,11.9000,7.2000,12.2000,0.8000,2.1000,1.7000,,3.3030,0.0620,,,,,,,,,,,,,,,,,,,,128.0000,,,,,,,,,,,,,,,,1.0000,,,,,,,,,
865,1015A45,벽계천-1,경기도 양평군 서종면 노문리(갈문다리교),한강유역환경청,2019,03,1회차,,127.00,26.00,4.00,37.00,38.00,39.00,2019.03.07,1.2900,0.2640,8.3000,8.3000,12.6000,0.8000,2.4000,1.2000,,1.5280,0.0070,,,,,,,,,,,,,,,,,,,,111.0000,,,,,,,,,,,,,,,,1.0000,,,,,,,,,
866,1015A45,벽계천-1,경기도 양평군 서종면 노문리(갈문다리교),한강유역환경청,2019,03,2회차,,127.00,26.00,4.00,37.00,38.00,39.00,2019.03.13,1.2800,0.2120,6.9000,7.7000,12.4000,0.6000,1.6000,0.6000,,2.0190,0.0070,,,,,,,,,,,,,,,,,,,,106.0000,,,,,,,,,,,,,,,,0.7000,,,,,,,,,
867,1015A45,벽계천-1,경기도 양평군 서종면 노문리(갈문다리교),한강유역환경청,2019,03,3회차,,127.00,26.00,4.00,37.00,38.00,39.00,2019.03.21,1.4200,1.6050,8.2000,7.4000,10.9000,1.5000,3.8000,3.5000,,1.9530,0.0210,,,,,,,,,,,,,,,,,,,,84.0000,,,,,,,,,,,,,,,,1.6000,,,,,,,,,
868,1007A03,청미천,경기도 안성시 일죽면 방초리(아송교),한강유역환경청,2019,03,1회차,,127.00,25.00,32.00,37.00,6.00,42.00,2019.03.06,1.2300,0.5160,10.5000,7.7000,12.1000,2.5000,6.9000,8.4000,,6.5550,0.1370,,,,,,,,,,,,,,,,,,,,295.0000,,,,,,,,,,,,,,,,2.6000,,,,,,,,,
869,1007A03,청미천,경기도 안성시 일죽면 방초리(아송교),한강유역환경청,2019,03,2회차,,127.00,25.00,32.00,37.00,6.00,42.00,2019.03.12,1.2300,0.5310,8.3000,7.8000,12.0000,2.2000,5.2000,6.7000,,5.8490,0.1060,,,,,,,,,,,,,,,,,,,,289.0000,,,,,,,,,,,,,,,,4.1000,,,,,,,,,
870,1007A03,청미천,경기도 안성시 일죽면 방초리(아송교),한강유역환경청,2019,03,3회차,,127.00,25.00,32.00,37.00,6.00,42.00,2019.03.20,1.2000,0.3910,11.0000,7.9000,13.3000,2.6000,6.5000,8.0000,,6.8580,0.1190,,,,,,,,,,,,,,,,,,,,294.0000,,,,,,,,,,,,,,,,3.9000,,,,,,,,,
871,1007A03,청미천,경기도 안성시 일죽면 방초리(아송교),한강유역환경청,2019,03,4회차,,127.00,25.00,32.00,37.00,6.00,42.00,2019.03.28,1.2400,0.5870,13.5000,8.0000,13.7000,2.4000,5.1000,6.0000,,6.4520,0.1200,,,,,,,,,,,,,,,,,,,,277.0000,,,,,,,,,,,,,,,,3.1000,,,,,,,,,
872,1007A11,청미천1-1,경기도 이천시 율면 신추리(행죽보),한강유역환경청,2019,03,1회차,,127.00,30.00,58.00,37.00,5.00,47.00,2019.03.06,2.3100,1.1010,13.2000,8.0000,12.8000,2.0000,5.7000,9.2000,,5.8260,0.1730,,,,,,,,,,,,,,,,,,,,314.0000,,,,,,,,,,,,,,,,2.3000,,,,,,,,,
873,1007A11,청미천1-1,경기도 이천시 율면 신추리(행죽보),한강유역환경청,2019,03,2회차,,127.00,30.00,58.00,37.00,5.00,47.00,2019.03.12,2.3100,1.0390,7.9000,8.0000,12.5000,3.3000,5.4000,7.6000,,5.9930,0.0660,,,,,,,,,,,,,,,,,,,,324.0000,,,,,,,,,,,,,,,,4.0000,,,,,,,,,
874,1007A11,청미천1-1,경기도 이천시 율면 신추리(행죽보),한강유역환경청,2019,03,3회차,,127.00,30.00,58.00,37.00,5.00,47.00,2019.03.20,2.2900,0.7650,12.0000,8.0000,12.5000,3.6000,5.8000,13.6000,,8.2530,0.1420,,,,,,,,,,,,,,,,,,,,334.0000,,,,,,,,,,,,,,,,4.2000,,,,,,,,,
875,1007A11,청미천1-1,경기도 이천시 율면 신추리(행죽보),한강유역환경청,2019,03,4회차,,127.00,30.00,58.00,37.00,5.00,47.00,2019.03.28,2.3100,1.1430,13.5000,8.0000,11.5000,2.8000,5.8000,6.4000,,6.0650,0.2070,,,,,,,,,,,,,,,,,,,,320.0000,,,,,,,,,,,,,,,,3.6000,,,,,,,,,
876,1007A12,청미천1-2,경기도 여주군 점동면 원부리(원부교),한강유역환경청,2019,03,1회차,,127.00,38.00,11.00,37.00,9.00,33.00,2019.03.06,0.6300,2.4200,11.4000,8.2000,13.7000,1.7000,4.2000,3.9000,,4.8480,0.0740,,,,,,,,,,,,,,,,,,,,328.0000,,,,,,,,,,,,,,,,2.4000,,,,,,,,,
877,1007A12,청미천1-2,경기도 여주군 점동면 원부리(원부교),한강유역환경청,2019,03,2회차,,127.00,38.00,11.00,37.00,9.00,33.00,2019.03.12,0.6300,2.4200,8.5000,8.1000,12.7000,2.0000,4.5000,5.6000,,5.0920,0.0640,,,,,,,,,,,,,,,,,,,,340.0000,,,,,,,,,,,,,,,,3.8000,,,,,,,,,
878,1007A12,청미천1-2,경기도 여주군 점동면 원부리(원부교),한강유역환경청,2019,03,3회차,,127.00,38.00,11.00,37.00,9.00,33.00,2019.03.20,0.5900,1.9400,11.8000,8.2000,13.0000,2.5000,5.2000,7.4000,,4.9260,0.0730,,,,,,,,,,,,,,,,,,,,341.0000,,,,,,,,,,,,,,,,3.6000,,,,,,,,,
879,1007A12,청미천1-2,경기도 여주군 점동면 원부리(원부교),한강유역환경청,2019,03,4회차,,127.00,38.00,11.00,37.00,9.00,33.00,2019.03.28,0.6100,1.8000,15.1000,8.2000,12.4000,2.9000,5.5000,8.4000,,5.3160,0.1160,,,,,,,,,,,,,,,,,,,,329.0000,,,,,,,,,,,,,,,,3.4000,,,,,,,,,
880,1007A14,응천,경기도 이천시 율면 총곡리(충곡교),한강유역환경청,2019,03,1회차,,127.00,36.00,11.00,37.00,4.00,41.00,2019.03.06,0.8300,0.3970,11.2000,8.1000,13.2000,1.6000,4.1000,6.9000,,3.8660,0.0590,,,,,,,,,,,,,,,,,,,,333.0000,,,,,,,,,,,,,,,,1.7000,,,,,,,,,
881,1007A14,응천,경기도 이천시 율면 총곡리(충곡교),한강유역환경청,2019,03,2회차,,127.00,36.00,11.00,37.00,4.00,41.00,2019.03.12,0.8300,0.4050,8.2000,8.1000,12.8000,1.7000,3.4000,5.1000,,3.4310,0.0310,,,,,,,,,,,,,,,,,,,,302.0000,,,,,,,,,,,,,,,,3.0000,,,,,,,,,
882,1007A14,응천,경기도 이천시 율면 총곡리(충곡교),한강유역환경청,2019,03,3회차,,127.00,36.00,11.00,37.00,4.00,41.00,2019.03.20,0.8100,0.3310,11.0000,8.2000,12.3000,2.3000,4.7000,16.4000,,3.6400,0.0550,,,,,,,,,,,,,,,,,,,,315.0000,,,,,,,,,,,,,,,,3.2000,,,,,,,,,
883,1007A14,응천,경기도 이천시 율면 총곡리(충곡교),한강유역환경청,2019,03,4회차,,127.00,36.00,11.00,37.00,4.00,41.00,2019.03.28,0.8400,0.4460,15.4000,8.3000,12.8000,1.9000,3.5000,9.8000,,3.2170,0.0740,,,,,,,,,,,,,,,,,,,,309.0000,,,,,,,,,,,,,,,,2.2000,,,,,,,,,
884,1007A01,오갑천,경기도 이천시 장호원읍 장호원리(익금2교),한강유역환경청,2019,03,1회차,,127.00,22.00,55.00,37.00,4.00,13.00,2019.03.06,1.2000,0.1240,13.1000,8.2000,13.6000,0.7000,2.9000,1.1000,,4.1340,0.0110,,,,,,,,,,,,,,,,,,,,296.0000,,,,,,,,,,,,,,,,1.2000,,,,,,,,,
885,1007A01,오갑천,경기도 이천시 장호원읍 장호원리(익금2교),한강유역환경청,2019,03,2회차,,127.00,22.00,55.00,37.00,4.00,13.00,2019.03.12,1.2000,0.1190,8.3000,8.2000,13.2000,1.2000,3.0000,2.2000,,4.6860,0.0090,,,,,,,,,,,,,,,,,,,,301.0000,,,,,,,,,,,,,,,,2.7000,,,,,,,,,
886,1007A59,곡수천,경기도 여주군 대신면 보통리 양촌교,한강물환경연구소,2019,03,2회차,,127.00,33.00,45.00,37.00,22.00,56.00,2019.03.11,,0.1150,8.2000,7.7000,13.0000,0.8000,2.6000,1.6000,80.0000,3.6880,0.0300,,,,,,0.0000,,,,,,,3.0000,,,,,,,275.0000,,,3.2760,0.0350,48.0000,0.0180,3.6600,0.0200,,,,,,,,1.3000,,,,,,,,,
887,1007A59,곡수천,경기도 여주군 대신면 보통리 양촌교,한강물환경연구소,2019,03,3회차,,127.00,33.00,45.00,37.00,22.00,56.00,2019.03.18,,0.1800,10.3000,7.6000,13.3000,1.0000,3.0000,2.7000,,4.4970,0.0840,,,,,,,,,,,,,4.1000,,,,,,,274.0000,,,3.5140,0.0240,,0.0260,4.3230,0.0360,,,,,,,,,,,,,,,,,
888,1007A59,곡수천,경기도 여주군 대신면 보통리 양촌교,한강물환경연구소,2019,03,4회차,,127.00,33.00,45.00,37.00,22.00,56.00,2019.03.25,,0.0450,9.4000,7.7000,13.2000,0.8000,3.1000,3.6000,,3.5550,0.0330,,,,,,,,,,,,,3.6000,,,,,,,260.0000,,,2.8610,0.0240,,0.0140,3.5520,0.0270,,,,,,,,,,,,,,,,,
889,1007A25,여주1,경기도 여주군 여주읍 홍문리 여주교,한강물환경연구소,2019,03,1회차,,127.00,38.00,52.00,37.00,17.00,48.00,2019.03.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1015A45,벽계천-1,경기도 양평군 서종면 노문리(갈문다리교),한강유역환경청,2019,03,4회차,,127.00,26.00,4.00,37.00,38.00,39.00,2019.03.29,1.3100,0.3850,13.6000,8.2000,11.6000,0.8000,2.0000,0.6000,,1.7030,0.0400,,,,,,,,,,,,,,,,,,,,92.0000,,,,,,,,,,,,,,,,0.9000,,,,,,,,,
891,1025A30,왕숙천-1,경기도 포천시 내촌면 마명리(운보교),한강유역환경청,2019,03,1회차,,127.00,12.00,1.00,37.00,45.00,50.00,2019.03.06,1.1500,0.2020,9.4000,7.5000,12.5000,0.9000,3.4000,2.0000,,4.0280,0.0130,,,,,,,,,,,,,,,,,,,,348.0000,,,,,,,,,,,,,,,,1.4000,,,,,,,,,
892,1025A30,왕숙천-1,경기도 포천시 내촌면 마명리(운보교),한강유역환경청,2019,03,2회차,,127.00,12.00,1.00,37.00,45.00,50.00,2019.03.12,1.1500,0.2060,7.6000,7.5000,12.3000,1.3000,3.0000,1.1000,,3.8090,0.0110,,,,,,,,,,,,,,,,,,,,311.0000,,,,,,,,,,,,,,,,2.9000,,,,,,,,,
893,1025A30,왕숙천-1,경기도 포천시 내촌면 마명리(운보교),한강유역환경청,2019,03,3회차,,127.00,12.00,1.00,37.00,45.00,50.00,2019.03.20,1.1400,0.1860,9.8000,7.3000,11.1000,1.5000,3.1000,0.9000,,4.5270,0.0150,,,,,,,,,,,,,,,,,,,,334.0000,,,,,,,,,,,,,,,,2.3000,,,,,,,,,
894,1025A30,왕숙천-1,경기도 포천시 내촌면 마명리(운보교),한강유역환경청,2019,03,4회차,,127.00,12.00,1.00,37.00,45.00,50.00,2019.03.28,1.2100,0.3280,12.7000,8.3000,12.0000,1.2000,2.4000,2.2000,,3.0280,0.0160,,,,,,,,,,,,,,,,,,,,289.0000,,,,,,,,,,,,,,,,1.5000,,,,,,,,,
895,1025A42,왕숙천1-1,경기도 남양주시 퇴계원면(진관교),한강유역환경청,2019,03,1회차,,127.00,9.00,14.00,37.00,38.00,50.00,2019.03.06,-0.2200,0.4700,10.4000,8.1000,13.4000,1.5000,3.6000,2.7000,,3.6900,0.0170,,,,,,,,,,,,,,,,,,,,384.0000,,,,,,,,,,,,,,,,1.9000,,,,,,,,,
896,1025A42,왕숙천1-1,경기도 남양주시 퇴계원면(진관교),한강유역환경청,2019,03,2회차,,127.00,9.00,14.00,37.00,38.00,50.00,2019.03.12,-0.2200,0.4700,8.0000,7.6000,12.1000,1.7000,3.3000,4.0000,,3.3230,0.0160,,,,,,,,,,,,,,,,,,,,390.0000,,,,,,,,,,,,,,,,3.1000,,,,,,,,,
897,1025A42,왕숙천1-1,경기도 남양주시 퇴계원면(진관교),한강유역환경청,2019,03,3회차,,127.00,9.00,14.00,37.00,38.00,50.00,2019.03.20,-0.2100,0.4700,11.0000,7.6000,10.7000,2.3000,5.1000,36.4000,,3.8000,0.0680,,,,,,,,,,,,,,,,,,,,395.0000,,,,,,,,,,,,,,,,4.0000,,,,,,,,,
898,1025A42,왕숙천1-1,경기도 남양주시 퇴계원면(진관교),한강유역환경청,2019,03,4회차,,127.00,9.00,14.00,37.00,38.00,50.00,2019.03.28,-0.1900,0.6600,14.2000,8.5000,14.5000,1.8000,3.3000,3.8000,,3.6990,0.0290,,,,,,,,,,,,,,,,,,,,355.0000,,,,,,,,,,,,,,,,2.1000,,,,,,,,,
899,1025A33,봉선사천,경기도 포천시 소흘읍 직동리(육림교),한강유역환경청,2019,03,1회차,,127.00,10.00,13.00,37.00,45.00,7.00,2019.03.06,1.4300,0.0790,8.4000,7.2000,11.5000,1.1000,3.9000,2.4000,,4.3980,0.0740,,,,,,,,,,,,,,,,,,,,277.0000,,,,,,,,,,,,,,,,2.6000,,,,,,,,,
900,1025A33,봉선사천,경기도 포천시 소흘읍 직동리(육림교),한강유역환경청,2019,03,2회차,,127.00,10.00,13.00,37.00,45.00,7.00,2019.03.12,1.4300,0.0860,6.9000,7.3000,11.4000,1.1000,4.1000,2.6000,,4.2000,0.0660,,,,,,,,,,,,,,,,,,,,287.0000,,,,,,,,,,,,,,,,3.0000,,,,,,,,,
901,1025A33,봉선사천,경기도 포천시 소흘읍 직동리(육림교),한강유역환경청,2019,03,3회차,,127.00,10.00,13.00,37.00,45.00,7.00,2019.03.20,1.1400,0.0740,9.2000,7.3000,10.5000,1.8000,4.0000,5.3000,,4.5270,0.0700,,,,,,,,,,,,,,,,,,,,287.0000,,,,,,,,,,,,,,,,2.3000,,,,,,,,,
902,1025A33,봉선사천,경기도 포천시 소흘읍 직동리(육림교),한강유역환경청,2019,03,4회차,,127.00,10.00,13.00,37.00,45.00,7.00,2019.03.28,1.1600,0.1020,12.8000,7.4000,11.4000,1.7000,3.5000,5.8000,,4.2320,0.0800,,,,,,,,,,,,,,,,,,,,292.0000,,,,,,,,,,,,,,,,1.9000,,,,,,,,,
903,1025A45,용암천,경기도 남양주시 별내동(퇴계원교),한강유역환경청,2019,03,1회차,,127.00,8.00,34.00,37.00,38.00,37.00,2019.03.06,0.8700,0.4230,14.4000,7.7000,11.6000,1.8000,5.6000,13.4000,,5.6930,0.0390,,,,,,,,,,,,,,,,,,,,525.0000,,,,,,,,,,,,,,,,2.6000,,,,,,,,,
904,1025A45,용암천,경기도 남양주시 별내동(퇴계원교),한강유역환경청,2019,03,2회차,,127.00,8.00,34.00,37.00,38.00,37.00,2019.03.12,0.8700,0.3960,12.0000,7.5000,11.0000,1.8000,5.9000,8.3000,,6.5680,0.0440,,,,,,,,,,,,,,,,,,,,544.0000,,,,,,,,,,,,,,,,4.3000,,,,,,,,,
905,1025A45,용암천,경기도 남양주시 별내동(퇴계원교),한강유역환경청,2019,03,3회차,,127.00,8.00,34.00,37.00,38.00,37.00,2019.03.20,0.8800,0.4870,14.6000,7.3000,9.5000,3.3000,6.3000,9.9000,,6.3580,0.0420,,,,,,,,,,,,,,,,,,,,560.0000,,,,,,,,,,,,,,,,4.1000,,,,,,,,,
906,1025A45,용암천,경기도 남양주시 별내동(퇴계원교),한강유역환경청,2019,03,4회차,,127.00,8.00,34.00,37.00,38.00,37.00,2019.03.28,0.8600,0.4710,17.2000,7.9000,10.6000,1.6000,5.0000,9.0000,,5.7550,0.0470,,,,,,,,,,,,,,,,,,,,529.0000,,,,,,,,,,,,,,,,4.1000,,,,,,,,,
907,1025A57,초이천,서울특별시 강동구 상일동(상일3교),한강유역환경청,2019,03,1회차,,127.00,10.00,35.00,37.00,32.00,36.00,2019.03.05,1.1100,0.0350,11.9000,8.4000,13.4000,5.5000,6.0000,4.1000,,6.1920,0.3210,,,,,,,,,,,,,,,,,,,,1339.0000,,,,,,,,,,,,,,,,2.1000,,,,,,,,,
908,1025A57,초이천,서울특별시 강동구 상일동(상일3교),한강유역환경청,2019,03,2회차,,127.00,10.00,35.00,37.00,32.00,36.00,2019.03.11,1.0600,0.0220,10.7000,8.2000,13.1000,5.0000,5.6000,5.1000,,5.6590,0.3330,,,,,,,,,,,,,,,,,,,,1630.0000,,,,,,,,,,,,,,,,4.6000,,,,,,,,,
909,1025A57,초이천,서울특별시 강동구 상일동(상일3교),한강유역환경청,2019,03,3회차,,127.00,10.00,35.00,37.00,32.00,36.00,2019.03.19,1.0400,0.0310,14.7000,8.1000,12.3000,3.3000,4.9000,27.2000,,4.7660,0.1240,,,,,,,,,,,,,,,,,,,,1396.0000,,,,,,,,,,,,,,,,3.5000,,,,,,,,,
910,1025A57,초이천,서울특별시 강동구 상일동(상일3교),한강유역환경청,2019,03,4회차,,127.00,10.00,35.00,37.00,32.00,36.00,2019.03.27,1.0500,0.0340,13.8000,7.8000,10.0000,5.2000,6.7000,5.0000,,7.3810,0.3070,,,,,,,,,,,,,,,,,,,,1222.0000,,,,,,,,,,,,,,,,2.9000,,,,,,,,,
